url,status,total_purposes_count,purposes_json,error_log
https://www.lidl.ie/,Success,3,"[{""title"": ""Preferences"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Statistics"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Marketing"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]",[]
https://www.aldi.ie/,Success,3,"[{""title"": ""Performance Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Functional Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Marketing Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]",[]
https://www.dunnesstores.com/,Success,3,"[{""title"": ""Performance Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Functional Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Targeting Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]",[]
https://www.brownthomas.com/,Success,3,"[{""title"": ""Performance Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Functional Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Targeting Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]",[]
https://www.arnotts.ie/,Success,3,"[{""title"": ""Performance Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Functional Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Targeting Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]",[]
https://www.elverys.ie/,Success,3,"[{""title"": ""Performance Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Functional Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Targeting Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]",[]
https://www.lifestylesports.com/ie/,Partial - Interaction or Parsing Failed,0,[],['No interactive settings path or no purposes found after click.']
https://www.musgrave.ie/,Success,3,"[{""title"": ""Performance Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Functional Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Targeting Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]",[]
https://www.carphonewarehouse.ie/,Failed,0,[],['Attempt 3: WebDriverException']
https://www.currys.ie/,Partial - Interaction or Parsing Failed,0,[],['No interactive settings path or no purposes found after click.']
https://www.harveynorman.ie/,Partial - Interaction or Parsing Failed,0,[],['No interactive settings path or no purposes found after click.']
https://www.donegalcoco.ie/,Partial - Interaction or Parsing Failed,0,[],['No interactive settings path or no purposes found after click.']
https://www.corkcity.ie/,Partial - Interaction or Parsing Failed,0,[],['No interactive settings path or no purposes found after click.']
https://www.welfare.ie/,Partial - Interaction or Parsing Failed,0,[],['No interactive settings path or no purposes found after click.']
https://www.spunout.ie/,Partial - Interaction or Parsing Failed,0,[],['No interactive settings path or no purposes found after click.']
