url,timestamp,status,cmp_vendor,initial_banner_found,accept_all_present,reject_all_present,settings_button_present,settings_button_text,preference_center_accessed,total_purposes_count,pre_ticked_non_essential_count,strictly_necessary_count,purposes_json,vendor_count,legal_text_summary,error_log
https://www.joe.ie/,2025-06-16T03:39:25.848779,Pending,Unknown,True,True,False,True,MORE OPTIONS,True,0,0,0,[],0,,['No purpose containers found after interaction.']
https://www.her.ie/,2025-06-16T03:39:35.213291,Pending,Unknown,True,True,False,True,MORE OPTIONS,True,0,0,0,[],0,,['No purpose containers found after interaction.']
https://www.thejournal.ie/,2025-06-16T03:39:46.441350,Success,Unknown,True,True,False,True,List of Vendors,True,14,0,0,"[{""title"": ""Title Not Found"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Targeting Cookies"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Functional Cookies"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Performance Cookies"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Store and/or access information on a device"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Personalised advertising and content, advertising and content measurement, audience research and services development"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Use precise geolocation data"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Actively scan device characteristics for identification"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]",0,"Use precise geolocation data. Actively scan device characteristics for identification. Store and/or access information on a device. Personalised advertising and content, advertising and content measurement, audience research and services development.
List of Vendors",[]
https://www.rsvplive.ie/,2025-06-16T03:39:57.597604,Pending,Unknown,True,False,False,True,MORE OPTIONS,True,0,0,0,[],0,,['No purpose containers found after interaction.']
https://www.eir.ie/,2025-06-16T03:40:08.664907,Partial (Interaction Failed),Unknown,True,True,True,False,,False,0,0,0,[],0,,['No button with positive settings keywords found.']
https://www.aerlingus.com/,2025-06-16T03:40:16.583038,Partial (Interaction Failed),Unknown,True,True,False,False,,False,0,0,0,[],0,,['No button with positive settings keywords found.']
https://www.ryanair.com/ie/en,2025-06-16T03:40:22.142394,Partial (Interaction Failed),Unknown,True,False,False,False,,False,0,0,0,[],0,"We value your privacy By clicking “Yes, I agree”, you agree to Ryanair using cookies to improve your browsing experience, to personalise content, to provide social media features and to analyse our traffic. We may also share information with our advertising, analytics and social media partners for their own purposes. You can manage your cookie settings by clicking the “View Cookie Settings” button. For more information on how we process your personal data, please review our Cookie Policy or Privacy Policy. By clicking “Yes, I agree”, you agree to Ryanair using cookies to improve your browsing experience, to personalise content, to provide social media features and to analyse our traffic. We may also share information with our advertising, analytics and social media partners for their own purposes. You can manage your cookie settings by clicking the “View Cookie Settings” button. For more information on how we process your personal data, please review our Cookie Policy or Privacy Policy.",['No button with positive settings keywords found.']
https://www.buseireann.ie/,2025-06-16T03:40:27.355486,Partial (Interaction Failed),Unknown,True,True,True,False,,False,0,0,0,[],0,,['No button with positive settings keywords found.']
https://www.irishrail.ie/,2025-06-16T03:40:32.146609,Partial (Interaction Failed),Unknown,True,False,True,False,,False,0,0,0,[],0,,['No button with positive settings keywords found.']
https://www.dublinbus.ie/,2025-06-16T03:40:37.934397,Partial (Interaction Failed),Unknown,True,False,False,False,,False,0,0,0,[],0,,['No button with positive settings keywords found.']
https://www.luas.ie/,2025-06-16T03:40:43.747472,Success,Unknown,True,True,True,True,Manage preferences,True,7,0,0,"[{""title"": ""Title Not Found"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]",0,,[]
https://www.revenue.ie/,2025-06-16T03:40:53.710404,Failed,Unknown,False,False,False,False,,False,0,0,0,[],0,,['Analysis failed: TimeoutException']
https://www.gov.ie/,2025-06-16T03:41:08.345398,Partial (Interaction Failed),Unknown,True,True,False,False,,False,0,0,0,[],0,This website uses cookies to collect information about how you use this site. This information is used to make the website work as well as possible. More details available in our cookie and privacy policies.,['No button with positive settings keywords found.']
https://www.citizensinformation.ie/,2025-06-16T03:41:12.897508,Partial (Interaction Failed),Unknown,True,False,False,False,,False,0,0,0,[],0,,['No button with positive settings keywords found.']
https://www.hse.ie/,2025-06-16T03:41:17.988048,Partial (Interaction Failed),Unknown,True,True,False,False,,False,0,0,0,[],0,,['No button with positive settings keywords found.']
https://www.bonkers.ie/,2025-06-16T03:41:23.269509,Failed,Unknown,False,False,False,False,,False,0,0,0,[],0,,['Analysis failed: TimeoutException']
https://www.bordgaisenergy.ie/,2025-06-16T03:41:40.274939,Success,Unknown,True,True,False,True,Manage My Preferences,True,4,1,0,"[{""title"": ""Title Not Found"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""First Party Analytical Cookies"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": true}, {""title"": ""Functional Cookies"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Targeting Cookies"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]",0,,[]
https://www.electricireland.ie/,2025-06-16T03:41:49.931878,Partial (Interaction Failed),Unknown,True,True,False,False,,False,0,0,0,[],0,,['No button with positive settings keywords found.']
https://www.bankofireland.com/,2025-06-16T03:41:55.187423,Partial (Interaction Failed),Unknown,True,False,False,False,,False,0,0,0,[],0,,['No buttons found in banner.']
https://www.aib.ie/,2025-06-16T03:42:00.882194,Success,Unknown,True,True,False,True,Adjust my preferences,True,11,0,0,"[{""title"": ""Title Not Found"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]",0,,[]
https://www.permanenttsb.ie/,2025-06-16T03:42:10.962644,Failed,Unknown,False,False,False,False,,False,0,0,0,[],0,,['Analysis failed: TimeoutException']
https://www.ulsterbank.ie/,2025-06-16T03:42:28.976512,Failed,Unknown,False,False,False,False,,False,0,0,0,[],0,,['Analysis failed: TimeoutException']
https://www.creditunion.ie/,2025-06-16T03:42:43.777660,Failed,Unknown,False,False,False,False,,False,0,0,0,[],0,,['Analysis failed: TimeoutException']
https://www.dcu.ie/,2025-06-16T03:42:59.016924,Partial (Interaction Failed),Unknown,True,False,False,False,,False,0,0,0,[],0,,['No button with positive settings keywords found.']
https://www.tcd.ie/,2025-06-16T03:43:06.188482,Failed,Unknown,False,False,False,False,,False,0,0,0,[],0,,['Analysis failed: TimeoutException']
https://www.ucc.ie/,2025-06-16T03:43:23.051712,Failed,Unknown,False,False,False,False,,False,0,0,0,[],0,,['Analysis failed: TimeoutException']
https://www.nuigalway.ie/,2025-06-16T03:43:38.131058,Partial (Interaction Failed),Unknown,True,False,False,False,,False,0,0,0,[],0,"Manage Cookies
Allow University of Galway to use Cookies for:
Functionality:    Your preferences:    Analytics:    Ads: 
ALLOW ALL ALLOW NONE ALLOW SELECTED
Some features need cookies to work properly. Cookies also let us (a) remember your preferences, (b) collect anonymous usage statistics, and (c) see how well our online ads are working.
No personal data is stored on these cookies but, under EU law, we still need to ask you this every 6 months. To learn more about our use of cookies, view our Privacy Policy. Some features need cookies to work properly. Cookies also let us (a) remember your preferences, (b) collect anonymous usage statistics, and (c) see how well our online ads are working. No personal data is stored on these cookies but, under EU law, we still need to ask you this every 6 months. To learn more about our use of cookies, view our Privacy Policy.",['No button with positive settings keywords found.']
https://www.ul.ie/,2025-06-16T03:43:46.959187,Partial (Interaction Failed),Unknown,True,False,False,False,,False,0,0,0,[],0,,['No button with positive settings keywords found.']
https://www.maynoothuniversity.ie/,2025-06-16T03:43:53.460876,Partial (Interaction Failed),Unknown,True,False,True,False,,False,0,0,0,[],0,We use cookies on this website for various reasons to enhance the user expereience and analyse content and behaviour on our site. We use this data to help us get you to the information you want quickly improve our user journeys.,['No button with positive settings keywords found.']
https://www.tudublin.ie/,2025-06-16T03:44:00.096327,Partial (Interaction Failed),Unknown,True,False,False,False,,False,0,0,0,[],0,,['No button with positive settings keywords found.']
https://www.supervalu.ie/,2025-06-16T03:44:05.618546,Partial (Interaction Failed),Unknown,True,True,True,False,,False,0,0,0,[],0,,['No button with positive settings keywords found.']
https://www.tesco.ie/,2025-06-16T03:44:10.520076,Failed,Unknown,False,False,False,False,,False,0,0,0,[],0,,['Analysis failed: TimeoutException']
https://www.lidl.ie/,2025-06-16T03:44:27.381477,Success,Unknown,True,True,True,True,CUSTOMISE,True,4,0,0,"[{""title"": ""Title Not Found"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Preferences"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Statistics"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Marketing"", ""description"": """", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]",0,,[]
https://www.aldi.ie/,2025-06-16T03:44:41.188951,Partial (Interaction Failed),Unknown,True,True,True,False,,False,0,0,0,[],0,,['No button with positive settings keywords found.']
https://www.dunnesstores.com/,2025-06-16T03:44:49.108916,Partial (Interaction Failed),Unknown,True,False,False,False,,False,0,0,0,[],0,,['No button with positive settings keywords found.']
https://www.brownthomas.com/,2025-06-16T03:44:55.835951,Partial (Interaction Failed),Unknown,True,False,True,False,,False,0,0,0,[],0,,['No button with positive settings keywords found.']
https://www.arnotts.ie/,2025-06-16T03:45:03.900995,Partial (Interaction Failed),Unknown,True,False,True,False,,False,0,0,0,[],0,,['No button with positive settings keywords found.']
https://www.elverys.ie/,2025-06-16T03:45:11.244310,Partial (Interaction Failed),Unknown,True,True,True,False,,False,0,0,0,[],0,,['No button with positive settings keywords found.']
https://www.lifestylesports.com/ie/,2025-06-16T03:45:20.383602,Partial (Interaction Failed),Unknown,True,False,False,False,,False,0,0,0,[],0,,['No button with positive settings keywords found.']
https://www.musgrave.ie/,2025-06-16T03:45:26.885062,Partial (Interaction Failed),Unknown,True,False,True,False,,False,0,0,0,[],0,,['No button with positive settings keywords found.']
https://www.carphonewarehouse.ie/,2025-06-16T03:45:35.023781,Failed,Unknown,False,False,False,False,,False,0,0,0,[],0,,['Critical error: WebDriverException']
https://www.currys.ie/,2025-06-16T03:46:17.337431,Partial (Interaction Failed),Unknown,True,False,False,False,,False,0,0,0,[],0,,['No buttons found in banner.']
https://www.harveynorman.ie/,2025-06-16T03:47:01.748115,Partial (Interaction Failed),Unknown,True,False,False,False,,False,0,0,0,[],0,,['No button with positive settings keywords found.']
https://www.donegalcoco.ie/,2025-06-16T03:47:09.553946,Partial (Interaction Failed),Unknown,True,False,False,False,,False,0,0,0,[],0,,['No button with positive settings keywords found.']
https://www.corkcity.ie/,2025-06-16T03:47:16.178513,Partial (Interaction Failed),Unknown,True,False,False,False,,False,0,0,0,[],0,,['No button with positive settings keywords found.']
https://www.welfare.ie/,2025-06-16T03:47:23.882633,Partial (Interaction Failed),Unknown,True,True,False,False,,False,0,0,0,[],0,This website uses cookies to collect information about how you use this site. This information is used to make the website work as well as possible. More details available in our cookie and privacy policies.,['No button with positive settings keywords found.']
https://www.spunout.ie/,2025-06-16T03:47:29.388308,Partial (Interaction Failed),Unknown,True,False,False,False,,False,0,0,0,[],0,,['No button with positive settings keywords found.']
