url,timestamp,status,cmp_vendor,settings_button_present,settings_button_text,preference_center_accessed,total_purposes_count,pre_ticked_non_essential_count,strictly_necessary_count,purposes_json,legal_text_summary,error_log
https://www.breakingnews.ie/,2025-06-22T17:35:54.598347,Success,OneTrust,TRUE,MANAGE MY SETTINGS,TRUE,10,8,0,"[{""title"": ""Strictly Necessary Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Functional Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": true}, {""title"": ""Performance Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": true}, {""title"": ""Targeting Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": true}, {""title"": ""Social Media Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": true}, {""title"": ""Personalised advertising and content, advertising and content measurement, audience research and services development75 partners can use this purpose"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": true}, {""title"": ""Store and/or access information on a device66 partners can use this purpose"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": true}, {""title"": ""Use precise geolocation data27 partners can use this purpose"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": true}, {""title"": ""Actively scan device characteristics for identification10 partners can use this purpose"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": true}, {""title"": ""Save and communicate privacy choices45 partners can use this purpose"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]","We value your privacy We and our 76 partners store and access personal data, like browsing data or unique identifiers, on your device. Selecting ""I Accept"" enables tracking technologies to support the purposes shown under ""we and our partners process data to provide,"" whereas selecting ""Reject All"" or withdrawing your consent will disable them. If trackers are disabled, some content and ads you see may not be as relevant to you. You can resurface this menu to change your choices or withdraw consent at any time by clicking the Cookie Settings link on the bottom of the webpage [or the floating icon on the bottom-left of the webpage, if applicable]. Your choices will have effect within our Website. For more details, refer to our Privacy Policy.Cookie Policy Certain vendors, once consent is provided by you to the storage of information on your device and/or to the access of information already stored on your deceive, use legitimate interest to further process your personal data. We and our partners collect and use data Use precise geolocation data. Actively scan device characteristics for identification. Store and/or access information on a device. Personalised advertising and content, advertising and content measurement, audience research and services development. List of Partners (vendors) I ACCEPT MANAGE MY SETTINGS

--- PREFERENCE CENTER TEXT ---
We process your data to deliver content or advertisements and measure the delivery of such content or advertisements to extract insights about our website. We share this information with our partners on the basis of consent and legitimate interest. You may exercise your right to consent or object to a legitimate interest, based on a specific purpose below or at a partner level in the link under each purpose. These choices will be signaled to our vendors participating in the Transparency and Consent Framework. More information",[]
https://www.joe.ie/,2025-06-22T17:36:02.060975,Partial (No purposes parsed),IAB_Framework,TRUE,MORE OPTIONS,TRUE,0,0,0,[],"We value your privacy We and our partners store and/or access information on a device, such as cookies and process personal data, such as unique identifiers and standard information sent by a device for personalised advertising and content, advertising and content measurement, audience research and services development.With your permission we and our partners may use precise geolocation data and identification through device scanning. You may click to consent to our and our 1496 partners’ processing as described above. Alternatively you may click to refuse to consent or access more detailed information and change your preferences before consenting. Please note that some processing of your personal data may not require your consent, but you have a right to object to such processing.Your preferences will apply to this website only and will be stored in IABGPP_HDR_GppString cookie for 13 months. You can change your preferences or withdraw your consent at any time by returning to this site and clicking the ""Privacy"" button at the bottom of the webpage. Please note that this website/app uses one or more Google services and may gather and store information including but not limited to your visit or usage behaviour. You may click to grant or deny consent to Google and its third-party tags to use your data for below specified purposes in below Google consent section. MORE OPTIONS I Accept

--- PREFERENCE CENTER TEXT ---
We value your privacy We and our partners store and/or access information on a device, such as cookies and process personal data, such as unique identifiers and standard information sent by a device for personalised advertising and content, advertising and content measurement, audience research and services development. With your permission we and our partners may use precise geolocation data and identification through device scanning. You may click to consent to our and our 1496 partners’ processing as described above. Alternatively you may click to refuse to consent or access more detailed information and change your preferences before consenting. Please note that some processing of your personal data may not require your consent, but you have a right to object to such processing. Your preferences will apply to this website only and will be stored in IABGPP_HDR_GppString cookie for 13 months. You can change your preferences or withdraw your consent at any time by returning to this site and clicking the ""Privacy"" button at the bottom of the webpage. REJECT ALL ACCEPT ALL Purposes (816 partners) Store and/or access information on a device (728 partners) OFF Use limited data to select advertising (487 partners) OFF Create profiles for personalised advertising (541 partners) OFF Use profiles to select personalised advertising (541 partners) OFF Create profiles to personalise content (236 partners) OFF Use profiles to select personalised content (212 partners) OFF Measure advertising performance (523 partners) OFF Measure content performance (268 partners) OFF Understand audiences through statistics or combinations of data from different sources (372 partners) OFF Develop and improve services (368 partners) OFF Use limited data to select content (108 partners) OFF Special Purposes (639 partners) Special Features (339 partners) Features (627 partners) Google consents Additional Links PARTNERS LEGITIMATE INTEREST SAVE & EXIT","[""Parser 'IAB_Framework' found 0 items.""]"
https://www.her.ie/,2025-06-22T17:36:18.559969,Failed,N/A,FALSE,,FALSE,0,0,0,[],,"[""Critical error: ReadTimeoutError""]"
https://www.thejournal.ie/,2025-06-22T17:38:18.575182,Success,OneTrust,TRUE,List of Vendors,TRUE,16,0,7,"[{""title"": ""Necessary Cookies"", ""is_strictly_necessary"": true, ""is_ticked_by_default"": false}, {""title"": ""Social Media Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Targeting Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Functional Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Performance Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Store and/or access information on a device137 partners can use this purpose"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Personalised advertising and content, advertising and content measurement, audience research and services development178 partners can use this purpose"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Use precise geolocation data60 partners can use this special feature"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Actively scan device characteristics for identification30 partners can use this special feature"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Ensure security, prevent and detect fraud, and fix errors114 partners can use this special purpose"", ""is_strictly_necessary"": true, ""is_ticked_by_default"": false}, {""title"": ""Deliver and present advertising and content116 partners can use this special purpose"", ""is_strictly_necessary"": true, ""is_ticked_by_default"": false}, {""title"": ""Match and combine data from other data sources85 partners can use this feature"", ""is_strictly_necessary"": true, ""is_ticked_by_default"": false}, {""title"": ""Link different devices62 partners can use this feature"", ""is_strictly_necessary"": true, ""is_ticked_by_default"": false}, {""title"": ""Identify devices based on information transmitted automatically108 partners can use this feature"", ""is_strictly_necessary"": true, ""is_ticked_by_default"": false}, {""title"": ""Save and communicate privacy choices92 partners can use this special purpose"", ""is_strictly_necessary"": true, ""is_ticked_by_default"": false}, {""title"": ""Custom Vendors"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]","Your Cookies. Your Choice. Cookies help provide our news service while also enabling the advertising needed to fund this work. We categorise cookies as Necessary, Performance (used to analyse the site performance) and Targeting (used to target advertising which helps us keep this service free). We and our 198 partners store and access personal data, like browsing data or unique identifiers, on your device. Selecting Accept All enables tracking technologies to support the purposes shown under we and our partners process data to provide. If trackers are disabled, some content and ads you see may not be as relevant to you. You can resurface this menu to change your choices or withdraw consent at any time by clicking the Cookie Preferences link on the bottom of the webpage . Your choices will have effect within our Website. For more details, refer to our Privacy Policy. We and our vendors process data for the following purposes: Use precise geolocation data. Actively scan device characteristics for identification. Store and/or access information on a device. Personalised advertising and content, advertising and content measurement, audience research and services development. List of Vendors Accept All Cookies Settings

--- PREFERENCE CENTER TEXT ---
Your Cookies. Your Choice. Cookies help provide our news service while also enabling the advertising needed to fund this work. We categorise cookies as Necessary, Performance (used to analyse the site performance) and Targeting (used to target advertising which helps us keep this service free). We and our 198 partners store and access personal data, like browsing data or unique identifiers, on your device. Selecting Accept All enables tracking technologies to support the purposes shown under we and our partners process data to provide. If trackers are disabled, some content and ads you see may not be as relevant to you. You can resurface this menu to change your choices or withdraw consent at any time by clicking the Cookie Preferences link on the bottom of the webpage . Your choices will have effect within our Website. For more details, refer to our Privacy Policy. We and our vendors process data for the following purposes: Use precise geolocation data. Actively scan device characteristics for identification. Store and/or access information on a device. Personalised advertising and content, advertising and content measurement, audience research and services development. List of Vendors Accept All Cookies Settings",[]
https://www.rsvplive.ie/,2025-06-22T17:39:38.820957,Partial (No purposes parsed),Quantcast,TRUE,MORE OPTIONS,TRUE,0,0,0,[],"We value your privacy We and our partners store and/or access information on a device, such as cookies and process personal data, such as unique identifiers and standard information sent by a device for personalised advertising and content, advertising and content measurement, audience research and services development.With your permission we and our partners may use precise geolocation data and identification through device scanning. You may click to consent to our and our 1495 partners’ processing as described above. Alternatively you may click to refuse to consent or access more detailed information and change your preferences before consenting. Please note that some processing of your personal data may not require your consent, but you have a right to object to such processing.Your preferences will apply to this website only and will be stored in IABGPP_HDR_GppString cookie for 13 months. You can change your preferences or withdraw your consent at any time by returning to this site and clicking the ""Privacy"" button at the bottom of the webpage. MORE OPTIONS AGREE

--- PREFERENCE CENTER TEXT ---
We value your privacy We and our partners store and/or access information on a device, such as cookies and process personal data, such as unique identifiers and standard information sent by a device for personalised advertising and content, advertising and content measurement, audience research and services development. With your permission we and our partners may use precise geolocation data and identification through device scanning. You may click to consent to our and our 1495 partners’ processing as described above. Alternatively you may click to refuse to consent or access more detailed information and change your preferences before consenting. Please note that some processing of your personal data may not require your consent, but you have a right to object to such processing. Your preferences will apply to this website only and will be stored in IABGPP_HDR_GppString cookie for 13 months. You can change your preferences or withdraw your consent at any time by returning to this site and clicking the ""Privacy"" button at the bottom of the webpage. REJECT ALL ACCEPT ALL Purposes (836 partners) Store and/or access information on a device (728 partners) OFF Use limited data to select advertising (626 partners) OFF Create profiles for personalised advertising (546 partners) OFF Use profiles to select personalised advertising (545 partners) OFF Create profiles to personalise content (245 partners) OFF Use profiles to select personalised content (221 partners) OFF Measure advertising performance (688 partners) OFF Measure content performance (339 partners) OFF Understand audiences through statistics or combinations of data from different sources (462 partners) OFF Develop and improve services (502 partners) OFF Use limited data to select content (145 partners) OFF Special Purposes (654 partners) Special Features (342 partners) Features (632 partners) Additional Links PARTNERS LEGITIMATE INTEREST SAVE & EXIT","[""Parser 'Quantcast' found 0 items.""]"
https://www.eir.ie/,2025-06-22T17:39:56.719715,Partial (No purposes parsed),OneTrust,TRUE,Privacy Policy,TRUE,0,0,0,[],"eir uses cookies for functionality, performance and marketing purposes. By clicking “Accept All”, you agree to the storing of cookies on your device to enhance your on-site experience and assist in our marketing efforts. We also use cookies to analyse aggregated site usage, which is retained only by eir. To find out more or to opt out of our analytics cookies, visit our Privacy Policy Cookies Settings Reject All Accept All

--- PREFERENCE CENTER TEXT ---
eir uses cookies for functionality, performance and marketing purposes. By clicking “Accept All”, you agree to the storing of cookies on your device to enhance your on-site experience and assist in our marketing efforts. We also use cookies to analyse aggregated site usage, which is retained only by eir. To find out more or to opt out of our analytics cookies, visit our Privacy Policy Cookies Settings Reject All Accept All","[""Parser 'OneTrust' found 0 items.""]"
https://www.aerlingus.com/,2025-06-22T17:40:16.002494,Success,OneTrust,TRUE,privacy statement,TRUE,5,0,1,"[{""title"": ""Strictly Necessary"", ""is_strictly_necessary"": true, ""is_ticked_by_default"": false}, {""title"": ""First Party Performance Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Performance Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Functional Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Targeting Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]","By clicking “Accept All Cookies”, you agree to the storing of cookies on your device which allows us to collect and use data to enhance your browsing experience, analyse traffic, and assist in our marketing efforts. We may also share data with our advertising and social media partners enabling more targeted and personalised advertising.  For more information see privacy statement and cookie policy. Manage Cookies Accept all Cookies

--- PREFERENCE CENTER TEXT ---
By clicking “Accept All Cookies”, you agree to the storing of cookies on your device which allows us to collect and use data to enhance your browsing experience, analyse traffic, and assist in our marketing efforts. We may also share data with our advertising and social media partners enabling more targeted and personalised advertising.  For more information see privacy statement and cookie policy. Manage Cookies Accept all Cookies",[]
https://www.ryanair.com/ie/en,2025-06-22T17:40:25.775537,Failed,N/A,FALSE,,FALSE,0,0,0,[],,['Consent banner not found.']
https://www.buseireann.ie/,2025-06-22T17:40:49.260786,Success,OneTrust,TRUE,More Information,TRUE,4,0,1,"[{""title"": ""Strictly Necessary Cookies"", ""is_strictly_necessary"": true, ""is_ticked_by_default"": false}, {""title"": ""Functional Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Performance Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Targeting Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]","Cookie Consent By clicking “Accept All Cookies”, you agree to the storing of cookies on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts. More Information Cookies Settings Reject All Accept All Cookies

--- PREFERENCE CENTER TEXT ---
Cookie Consent By clicking “Accept All Cookies”, you agree to the storing of cookies on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts. More Information Cookies Settings Reject All Accept All Cookies",[]
https://www.irishrail.ie/,2025-06-22T17:40:58.152053,Failed,N/A,FALSE,,FALSE,0,0,0,[],,['Consent banner not found.']
https://www.dublinbus.ie/,2025-06-22T17:41:23.544506,Partial (No purposes parsed),Cookiebot,TRUE,Show details,TRUE,0,0,0,[],"This website uses cookies We use cookies to personalise content and ads, to provide social media features and to analyse our traffic. We also share information about your use of our site with our social media, advertising and analytics partners who may combine it with other information that you’ve provided to them or that they’ve collected from your use of their services. Show details           Allow all cookies Use necessary cookies only

--- PREFERENCE CENTER TEXT ---
Preferences 0 Preference cookies enable a website to remember information that changes the way the website behaves or looks, like your preferred language or the region that you are in. Statistics 5 Statistic cookies help website owners to understand how visitors interact with websites by collecting and reporting information anonymously. Marketing 19 Marketing cookies are used to track visitors across websites. The intention is to display ads that are relevant and engaging for the individual user and thereby more valuable for publishers and third party advertisers. Unclassified 0 Unclassified cookies are cookies that we are in the process of classifying, together with the providers of individual cookies. Cookie declaration last updated on 27/05/2025 by Cookiebot           Use necessary cookies only Allow all cookies","[""Parser 'Cookiebot' found 0 items.""]"
https://www.luas.ie/,2025-06-22T17:41:37.279111,Partial (No purposes parsed),OneTrust,TRUE,Manage preferences,TRUE,0,0,0,[],"We use cookies on this site to enable the site to function and to analyse your visit. We have embedded a Power BI dashboard and a Rezoomo jobs list on the website and as a result, both vendors set certain cookies. You can Accept All, Reject All or Manage your cookie preferences. You will find further information on specific cookies set here.Cookie Information Manage preferences Reject All Accept All Cookies

--- PREFERENCE CENTER TEXT ---
We use cookies on this site to enable the site to function and to analyse your visit. We have embedded a Power BI dashboard and a Rezoomo jobs list on the website and as a result, both vendors set certain cookies. You can Accept All, Reject All or Manage your cookie preferences. You will find further information on specific cookies set here.Cookie Information Manage preferences Reject All Accept All Cookies","[""Parser 'OneTrust' found 0 items.""]"
https://www.revenue.ie/,2025-06-22T17:41:47.379117,Failed,N/A,FALSE,,FALSE,0,0,0,[],,['Consent banner not found.']
https://www.gov.ie/,2025-06-22T17:42:09.054775,Failed,N/A,FALSE,,FALSE,0,0,0,[],,['Consent banner not found.']
https://www.citizensinformation.ie/,2025-06-22T17:42:29.898935,Failed,N/A,FALSE,,FALSE,0,0,0,[],,['Consent banner not found.']
https://www.hse.ie/,2025-06-22T17:42:52.664172,Success,OneTrust,TRUE,Privacy Statement,TRUE,4,0,1,"[{""title"": ""Strictly Necessary Cookies"", ""is_strictly_necessary"": true, ""is_ticked_by_default"": false}, {""title"": ""Analytical Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Functional Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""YouTube Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]","We use strictly necessary cookies to make our site work. We would also like to set optional cookies (analytical, functional and YouTube) to enhance and improve our service. You can opt-out of these cookies. By clicking “Accept All Cookies” you can agree to the use of all cookies. Cookie Statement and Privacy Statement Necessary Cookies Only Accept All Cookies Manage Cookies

--- PREFERENCE CENTER TEXT ---
We use strictly necessary cookies to make our site work. We would also like to set optional cookies (analytical, functional and YouTube) to enhance and improve our service. You can opt-out of these cookies. By clicking “Accept All Cookies” you can agree to the use of all cookies. Cookie Statement and Privacy Statement Necessary Cookies Only Accept All Cookies Manage Cookies",[]
https://www.bonkers.ie/,2025-06-22T17:43:02.635831,Partial (Interaction Failed),OneTrust,FALSE,,FALSE,0,0,0,[],,"[""No suitable settings button found.""]"
https://www.bordgaisenergy.ie/,2025-06-22T17:43:24.734694,Partial (No purposes parsed),OneTrust,TRUE,Manage My Preferences,TRUE,0,0,0,[],"By clicking “Accept All Cookies”, you agree to the storing of cookies on your device to enhance site navigation, personalise content, analyse site usage, provide social media features and assist in our marketing efforts. You can change your cookie preferences to enable or disable any of the functions mentioned by clicking ""Manage My Preferences"" or learn more in our Cookie Notice. Cookie Notice Manage My Preferences Accept All Cookies

--- PREFERENCE CENTER TEXT ---
By clicking “Accept All Cookies”, you agree to the storing of cookies on your device to enhance site navigation, personalise content, analyse site usage, provide social media features and assist in our marketing efforts. You can change your cookie preferences to enable or disable any of the functions mentioned by clicking ""Manage My Preferences"" or learn more in our Cookie Notice. Cookie Notice Manage My Preferences Accept All Cookies","[""Parser 'OneTrust' found 0 items.""]"
https://www.electricireland.ie/,2025-06-22T17:43:35.678975,Partial (Interaction Failed),OneTrust,FALSE,,FALSE,0,0,0,[],"Our website uses cookies and other similar technologies which are strictly necessary for it to function. These are enabled by default and cannot be disabled. We would also like to use additional cookies to analyse how you use our website, and to deliver personalised content and advertising. You can enable these additional cookies by selecting “Accept All” or enable specific cookie categories under “Cookie Settings”. You can adjust your cookie preferences at any time via “Cookie Settings” linked below within our website’s footer. Cookie Settings Accept All","[""No suitable settings button found.""]"
https://www.bankofireland.com/,2025-06-22T17:43:44.415473,Partial (Interaction Failed),OneTrust,FALSE,,FALSE,0,0,0,[],"Bank of Ireland Cookie Notice Some cookies that we use are necessary for our websites and apps to operate, while others improve performance and functionality. We (and our advertising partners) also use advertising cookies, so that we can show you advertising you may be interested in. Tap Accept All Cookies if you agree to these. Tap Manage Cookie Settings to choose the types of cookies you’re happy to allow. You can change your cookie settings at any time and find more information in our cookies policy. Manage Cookie Settings Necessary only Accept All Cookies","[""No suitable settings button found.""]"
https://www.aib.ie/,2025-06-22T17:43:54.114548,Partial (No purposes parsed),OneTrust,TRUE,Adjust my preferences,TRUE,0,0,0,[],"This website uses cookies We use cookies to personalise this website and our ads for you. We also use them to improve how the site functions and to share with our partners how the site is used. We only do this with your consent. You can choose to “Allow all” cookies or accept only some with “Adjust my preferences”. You can reject all non-essential cookies by choosing to “Accept only necessary” cookies. Disabling some cookies may change what you see on the site, how it works and the services we offer you. To find out more, see ourCookie Policy Adjust my preferences Accept only necessary Allow all

--- PREFERENCE CENTER TEXT ---
This website uses cookies We use cookies to personalise this website and our ads for you. We also use them to improve how the site functions and to share with our partners how the site is used. We only do this with your consent. You can choose to “Allow all” cookies or accept only some with “Adjust my preferences”. You can reject all non-essential cookies by choosing to “Accept only necessary” cookies. Disabling some cookies may change what you see on the site, how it works and the services we offer you. To find out more, see ourCookie Policy Adjust my preferences Accept only necessary Allow all","[""Parser 'OneTrust' found 0 items.""]"
https://www.permanenttsb.ie/,2025-06-22T17:44:16.423658,Pending,OneTrust,TRUE,Manage Preferences,TRUE,0,0,0,[],"ptsb Cookies We use cookies to make our websites work, enhance your browsing experience and provide advertising we believe might be of interest to you. We categorise cookies as Necessary, Functional, Performance Analytics (used to analyse site performance) and Marketing (used to tailor advertising to your needs). You can select “Accept All” to agree to all of these cookies, or only opt in to what you are happy to accept using “Manage Preferences”. You can change your cookie settings at any time and learn more about how we use cookies in our Cookie Notice Manage Preferences Reject All Accept All","[""Preference extraction failed: TimeoutException""]"
https://www.ulsterbank.ie/,2025-06-22T17:44:43.903019,Pending,OneTrust,TRUE,Manage Preferences,TRUE,0,0,0,[],"We care about your privacy We use cookies to ensure our website works properly. To help us improve our service, we collect data to understand how people use our site. By allowing all cookies, we can enhance your experience even further. This means helping you find information more quickly and tailoring content or marketing to your needs. Select “Allow All Cookies” to agree or “Manage Preferences” to manage cookie settings. You can find out more by viewing our Cookie Policy. Allow All Cookies Manage Preferences","[""Preference extraction failed: TimeoutException""]"
https://www.creditunion.ie/,2025-06-22T17:45:02.674853,Pending,OneTrust,TRUE,Manage Settings,TRUE,0,0,0,[],"This website uses cookies We use cookies to ensure our website works correctly for you. They help us to understand when and how the website is used, as well as enabling us to work with our service providers to show advertising that we believe will be relevant to you. By clicking Accept all Cookies you agree to the use of all cookies. You can manage your cookie settings by clicking Manage Settings. To find out more about how we use cookies please read our Cookie Policy. Manage Settings Reject All Accept All","[""Preference extraction failed: TimeoutException""]"
https://www.dcu.ie/,2025-06-22T17:45:23.011132,Partial (No purposes parsed),Cookiebot,TRUE,Show details,TRUE,0,0,0,[],"This website uses cookies Dublin City University use cookies to personalise content and ads, to provide social media features and to analyse our traffic. We also share information about your use of our site with our social media, advertising and analytics partners who may combine it with other information that you’ve provided to them or that they’ve collected from your use of their services. Consent Selection Necessary Preferences Statistics Marketing Show details                            Allow all cookies Allow selection Use necessary cookies only

--- PREFERENCE CENTER TEXT ---
Consent Details About Necessary 47 Necessary cookies help make a website usable by enabling basic functions like page navigation and access to secure areas of the website. The website cannot function properly without these cookies.                Preferences 10 Preference cookies enable a website to remember information that changes the way the website behaves or looks, like your preferred language or the region that you are in. Statistics 30 Statistic cookies help website owners to understand how visitors interact with websites by collecting and reporting information anonymously.   Marketing 57 Marketing cookies are used to track visitors across websites. The intention is to display ads that are relevant and engaging for the individual user and thereby more valuable for publishers and third party advertisers. Unclassified 75 Unclassified cookies are cookies that we are in the process of classifying, together with the providers of individual cookies. Cookie declaration last updated on 13/06/2025 by Cookiebot           Use necessary cookies only Allow selection Allow all cookies","[""Parser 'Cookiebot' found 0 items.""]"
https://www.tcd.ie/,2025-06-22T17:45:46.501924,Pending,OneTrust,TRUE,,TRUE,0,0,0,[],"Trinity College Dublin uses cookies to enable our website to operate, improve your browsing experience and provide personalised advertising which we believe may be of interest to you. By clicking “Accept All Cookies” you consent to the use of all cookies including social media and advertising cookies. You can choose to not accept certain cookies however this may impact on your browsing experience. Select “Cookies Settings” to find out more and customise your preferences. For further information please see our Cookie Policy Cookies Settings Accept All Cookies","[""Preference extraction failed: TimeoutException""]"
https://www.ucc.ie/,2025-06-22T17:46:09.794280,Partial (Interaction Failed),OneTrust,FALSE,,FALSE,0,0,0,[],"About Cookies We use necessary cookies to make our site work. We’d also like to set other cookies to help us improve the browsing experience and assist in our marketing efforts. These will be set only if you accept. You can control the categories of cookies enabled by selecting the options within this banner. You can also get more information, and modify your cookie preferences at any time by clicking on the cookie settings button, within our Cookie Policy Cookies Settings Reject All Cookies Accept All Cookies","[""No suitable settings button found.""]"
https://www.nuigalway.ie/,2025-06-22T17:46:18.999766,Failed,N/A,FALSE,,FALSE,0,0,0,[],,['Consent banner not found.']
https://www.ul.ie/,2025-06-22T17:46:45.211749,Partial (No purposes parsed),Cookiebot,TRUE,Show details,TRUE,0,0,0,[],"This website uses cookies Cookies are small text files that we save on your device when you use our website. The law states that we can only store cookies on your device if they are strictly necessary for the operation of the website. For all other types of cookies, we need your permission. For further information, please see our Cookie Statement. Consent Selection Necessary Preferences Statistics Marketing Show details                Allow all cookies Allow selection Use necessary cookies only

--- PREFERENCE CENTER TEXT ---
Consent Details About Necessary 37 Necessary cookies help make a website usable by enabling basic functions like page navigation and access to secure areas of the website. The website cannot function properly without these cookies.          Preferences 5 Preference cookies enable a website to remember information that changes the way the website behaves or looks, like your preferred language or the region that you are in. Statistics 14 Statistic cookies help website owners to understand how visitors interact with websites by collecting and reporting information anonymously. Marketing 51 Marketing cookies are used to track visitors across websites. The intention is to display ads that are relevant and engaging for the individual user and thereby more valuable for publishers and third party advertisers.     Unclassified 5 Unclassified cookies are cookies that we are in the process of classifying, together with the providers of individual cookies. Cross-domain consent4 Your consent applies to the following domains: Cookie declaration last updated on 07/06/2025 by Cookiebot   Use necessary cookies only Allow selection Allow all cookies","[""Parser 'Cookiebot' found 0 items.""]"
https://www.maynoothuniversity.ie/,2025-06-22T17:46:59.395022,Partial (No purposes parsed),Cookiebot,TRUE,please click here.,TRUE,0,0,0,[],"This website uses cookies We use cookies on this website for various reasons to enhance the user expereience and analyse content and behaviour on our site. We use this data to help us get you to the information you want quickly improve our user journeys. For information on Data Protection and Privacy and how your personal data will be processed if you engage with Maynooth University, please visit the Data Protection Office website. For Maynooth University’s Website Privacy Policy, please click here. For information on Maynooth University’s use of Cookies, please read the Cookie Declaration. Consent Selection Necessary Preferences Statistics Marketing Show details                                           Allow all cookies Allow selection Reject

--- PREFERENCE CENTER TEXT ---
This website uses cookies We use cookies on this website for various reasons to enhance the user expereience and analyse content and behaviour on our site. We use this data to help us get you to the information you want quickly improve our user journeys. For information on Data Protection and Privacy and how your personal data will be processed if you engage with Maynooth University, please visit the Data Protection Office website. For Maynooth University’s Website Privacy Policy, please click here. For information on Maynooth University’s use of Cookies, please read the Cookie Declaration. Consent Selection Necessary Preferences Statistics Marketing Show details                                           Allow all cookies Allow selection Reject","[""Parser 'Cookiebot' found 0 items.""]"
https://www.tudublin.ie/,2025-06-22T17:48:11.403122,Partial (No purposes parsed),OneTrust,TRUE,,TRUE,0,0,0,[],"TU Dublin Cookie Consent By clicking “Allow All”, you agree to the storing of cookies on your device to enhance site navigation, analyse site usage, and assist in our marketing efforts.Cookie Notice Cookies Settings Allow All

--- PREFERENCE CENTER TEXT ---
VLE - Brightspace Courses For Students For Staff Library Contact Us Gaeilge Search CAO HUB STUDY RESEARCH & INNOVATION CONNECT EXPLORE","[""Parser 'OneTrust' found 0 items.""]"
https://www.supervalu.ie/,2025-06-22T17:48:20.608829,Partial (Interaction Failed),OneTrust,FALSE,,FALSE,0,0,0,[],"Musgrave Value Your Privacy We use cookies and similar technologies to help our websites and apps work properly and to personalise your experience. We and our partners may use information about your devices, your online interactions and you, to provide, analyse and improve our services. This may include personalising content or advertising for you. Click “Accept All” below to consent to the use of all of this technology and any associated processing of your personal data for these purposes. Click “Cookie Settings” to select which cookies to consent to. You can change your mind and change your consent choices at any time by clicking “Cookie Settings” or by returning to this site. See our Cookie Policy for more informationCookie Policy Cookies Settings Reject All Cookies Accept All Cookies","[""No suitable settings button found.""]"
https://www.tesco.ie/,2025-06-22T17:48:27.321957,Failed,N/A,FALSE,,FALSE,0,0,0,[],,['Consent banner not found.']
