url,timestamp,status,cmp_vendor,initial_banner_found,accept_all_present,reject_all_present,settings_button_present,settings_button_text,preference_center_accessed,total_purposes_count,pre_ticked_non_essential_count,strictly_necessary_count,purposes_json,vendor_count,legal_text_summary,data_retention_mentioned,user_rights_mentioned,legitimate_interest_present,dark_pattern_score,legal_readability_score,has_granular_control,compliance_score,gdpr_article_13_compliance,error_log
https://www.aerlingus.com/,2025-06-22T14:59:23.584345,Partial (Interaction Failed),OneTrust,TRUE,TRUE,FALSE,FALSE,,FALSE,0,0,0,[],0,"By clicking “Accept All Cookies”, you agree to the storing of cookies on your device which allows us to collect and use data to enhance your browsing experience, analyse traffic, and assist in our marketing efforts. We may also share data with our advertising and social media partners enabling more targeted and personalised advertising.  For more information see privacy statement and cookie policy. Manage Cookies Accept all Cookies",FALSE,FALSE,FALSE,5,12.55764705882353,FALSE,0,FALSE,"[""No suitable settings/preferences button found.""]"
https://www.ryanair.com/ie/en,2025-06-22T14:59:28.968068,Pending,Unknown/Custom,TRUE,FALSE,FALSE,TRUE,"No, thanks",TRUE,0,0,0,[],0,"We value your privacy By clicking “Yes, I agree”, you agree to Ryanair using cookies to improve your browsing experience, to personalise content, to provide social media features and to analyse our traffic. We may also share information with our advertising, analytics and social media partners for their own purposes. You can manage your cookie settings by clicking the “View Cookie Settings” button. For more information on how we process your personal data, please review our Cookie Policy or Privacy Policy. View cookie settings No, thanks Yes, I agree",FALSE,FALSE,FALSE,3,12.432898876404494,FALSE,0,FALSE,"[""Preference center content did not load.""]"
https://www.buseireann.ie/,2025-06-22T14:59:53.704749,Partial (Interaction Failed),OneTrust,TRUE,TRUE,TRUE,FALSE,,FALSE,0,0,0,[],0,"Cookie Consent By clicking “Accept All Cookies”, you agree to the storing of cookies on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts. More Information Cookies Settings Reject All Accept All Cookies",FALSE,FALSE,FALSE,2,12.589358974358976,FALSE,0,FALSE,"[""No suitable settings/preferences button found.""]"
https://www.irishrail.ie/,2025-06-22T14:59:59.186794,Partial (Interaction Failed),Cookiebot,TRUE,TRUE,TRUE,FALSE,,FALSE,0,0,0,[],0,"Consent Details About This website uses cookies We use cookies to personalise content and ads, to provide social media features and to analyse our traffic. We also share information about your use of our site with our social media, advertising and analytics partners who may combine it with other information that you’ve provided to them or that they’ve collected from your use of their services. For more information on cookies, please go to Cookie Policy page. Consent Selection Necessary Preferences Statistics Marketing     Reject All Allow selection Allow all cookies",FALSE,FALSE,FALSE,2,14.698735955056183,FALSE,0,FALSE,"[""No suitable settings/preferences button found.""]"
https://www.dublinbus.ie/,2025-06-22T15:00:10.889943,Partial (Interaction Failed),Cookiebot,TRUE,TRUE,FALSE,FALSE,,FALSE,0,0,0,[],0,"This website uses cookies We use cookies to personalise content and ads, to provide social media features and to analyse our traffic. We also share information about your use of our site with our social media, advertising and analytics partners who may combine it with other information that you’ve provided to them or that they’ve collected from your use of their services. Show details           Allow all cookies Use necessary cookies only",FALSE,FALSE,FALSE,5,14.248450704225352,FALSE,0,FALSE,"[""No suitable settings/preferences button found.""]"
https://www.luas.ie/,2025-06-22T15:00:19.367071,Success,OneTrust,TRUE,TRUE,TRUE,TRUE,Manage preferences,TRUE,4,0,1,"[{""title"": ""Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Strictly Necessary Cookies"", ""is_strictly_necessary"": true, ""is_ticked_by_default"": false}, {""title"": ""Analytical Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Functional Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]",0,"We use cookies on this site to enable the site to function and to analyse your visit. We have embedded a Power BI dashboard and a Rezoomo jobs list on the website and as a result, both vendors set certain cookies. You can Accept All, Reject All or Manage your cookie preferences. You will find further information on specific cookies set here.Cookie Information Manage preferences Reject All Accept All Cookies",FALSE,FALSE,FALSE,0,8.918571428571433,TRUE,0,FALSE,[]
https://www.revenue.ie/,2025-06-22T15:00:31.167510,Failed,N/A,FALSE,FALSE,FALSE,FALSE,,FALSE,0,0,0,[],0,,FALSE,FALSE,FALSE,0,0,FALSE,0,FALSE,['Consent banner not found.']
https://www.gov.ie/,2025-06-22T15:00:53.756262,Partial (Interaction Failed),Unknown/Custom,TRUE,TRUE,FALSE,FALSE,,FALSE,0,0,0,[],0,A notice about cookies This website uses cookies to collect information about how you use this site. This information is used to make the website work as well as possible. More details available in our cookie and privacy policies. Accept all cookies Necessary cookies only Manage cookies,FALSE,FALSE,FALSE,5,9.830797872340426,FALSE,0,FALSE,"[""No suitable settings/preferences button found.""]"
https://www.citizensinformation.ie/,2025-06-22T15:01:02.718810,Failed,N/A,FALSE,FALSE,FALSE,FALSE,,FALSE,0,0,0,[],0,,FALSE,FALSE,FALSE,0,0,FALSE,0,FALSE,['Consent banner not found.']
https://www.hse.ie/,2025-06-22T15:01:25.354636,Partial (Interaction Failed),OneTrust,TRUE,TRUE,FALSE,FALSE,,FALSE,0,0,0,[],0,"We use strictly necessary cookies to make our site work. We would also like to set optional cookies (analytical, functional and YouTube) to enhance and improve our service. You can opt-out of these cookies. By clicking “Accept All Cookies” you can agree to the use of all cookies. Cookie Statement and Privacy Statement Necessary Cookies Only Accept All Cookies Manage Cookies",FALSE,FALSE,FALSE,5,8.899147541,FALSE,0,FALSE,"[""No suitable settings/preferences button found.""]"
https://www.bonkers.ie/,2025-06-22T15:01:30.431608,Partial (Interaction Failed),OneTrust,TRUE,TRUE,FALSE,FALSE,,FALSE,0,0,0,[],0,"We Value Your Privacy Like most companies we use cookies to help manage our website. Some of these cookies are necessary to ensure our site functions properly.  Others are optional and help us with site analytics, social media features and our marketing efforts, which in turn help us to provide a seamless online experience as well as a free service to our users. Cookies are used for ads personalisation.  You can choose to accept all cookies or only the ones that you are happy to opt in to. MANAGE MY COOKIE SETTINGS I ACCEPT",FALSE,FALSE,FALSE,5,9.224255319148934,FALSE,0,FALSE,"[""No suitable settings/preferences button found.""]"
https://www.bordgaisenergy.ie/,2025-06-22T15:01:37.089817,Pending,OneTrust,TRUE,TRUE,FALSE,TRUE,Manage My Preferences,TRUE,0,0,0,[],0,"By clicking “Accept All Cookies”, you agree to the storing of cookies on your device to enhance site navigation, personalise content, analyse site usage, provide social media features and assist in our marketing efforts. You can change your cookie preferences to enable or disable any of the functions mentioned by clicking ""Manage My Preferences"" or learn more in our Cookie Notice. Cookie Notice Manage My Preferences Accept All Cookies",FALSE,FALSE,FALSE,3,14.414782608695656,FALSE,0,FALSE,"[""No purpose containers found in preference center.""]"
https://www.electricireland.ie/,2025-06-22T15:01:48.579802,Partial (Interaction Failed),OneTrust,TRUE,TRUE,FALSE,FALSE,,FALSE,0,0,0,[],0,"Our website uses cookies and other similar technologies which are strictly necessary for it to function. These are enabled by default and cannot be disabled. We would also like to use additional cookies to analyse how you use our website, and to deliver personalised content and advertising. You can enable these additional cookies by selecting “Accept All” or enable specific cookie categories under “Cookie Settings”. You can adjust your cookie preferences at any time via “Cookie Settings” linked below within our website’s footer. Cookie Settings Accept All",FALSE,FALSE,FALSE,5,12.03741379310345,FALSE,0,FALSE,"[""No suitable settings/preferences button found.""]"
https://www.bankofireland.com/,2025-06-22T15:01:54.648561,Partial (Interaction Failed),OneTrust,TRUE,TRUE,TRUE,FALSE,,FALSE,0,0,0,[],0,"Bank of Ireland Cookie Notice Some cookies that we use are necessary for our websites and apps to operate, while others improve performance and functionality. We (and our advertising partners) also use advertising cookies, so that we can show you advertising you may be interested in. Tap Accept All Cookies if you agree to these. Tap Manage Cookie Settings to choose the types of cookies you’re happy to allow. You can change your cookie settings at any time and find more information in our cookies policy. Manage Cookie Settings Necessary only Accept All Cookies",FALSE,FALSE,FALSE,2,10.228510638297873,FALSE,0,FALSE,"[""No suitable settings/preferences button found.""]"
